"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
248,"2019-09-01 00:10:42.8170","2019-09-01 00:14:50.8730",285,"Broadway & E 14 St",40.73454567,-73.99074142,3711,"E 13 St & Avenue A",40.72966729392978,-73.98067966103554,15067,"Subscriber",1996,1
1586,"2019-09-01 00:10:44.8920","2019-09-01 00:37:11.8810",533,"Broadway & W 38 St",40.75299641,-73.98721619,380,"W 4 St & 7 Ave S",40.73401143,-74.00293877,19564,"Customer",1982,0
231,"2019-09-01 00:10:48.9570","2019-09-01 00:14:40.9140",195,"Liberty St & Broadway",40.70905623,-74.01043382,279,"Peck Slip & Front St",40.707873,-74.00167,19151,"Customer",1990,1
519,"2019-09-01 00:10:49.5340","2019-09-01 00:19:29.1510",499,"Broadway & W 60 St",40.76915505,-73.98191841,3170,"W 84 St & Columbus Ave",40.78499979,-73.97283406,34090,"Subscriber",1992,2
237,"2019-09-01 00:10:50.8350","2019-09-01 00:14:48.4800",477,"W 41 St & 8 Ave",40.75640548,-73.9900262,515,"W 43 St & 10 Ave",40.76009437,-73.99461843,28254,"Subscriber",1978,1
857,"2019-09-01 00:10:53.0820","2019-09-01 00:25:10.4500",3140,"1 Ave & E 78 St",40.77140426,-73.9535166,3305,"E 91 St & 2 Ave",40.78112229934166,-73.94965589046478,38787,"Customer",1989,2
898,"2019-09-01 00:10:54.7800","2019-09-01 00:25:53.6790",317,"E 6 St & Avenue B",40.72453734,-73.98185424,438,"St Marks Pl & 1 Ave",40.72779126,-73.98564945,30282,"Subscriber",1958,1
439,"2019-09-01 00:10:55.3260","2019-09-01 00:18:14.9990",3707,"Lexington Ave & E 26 St",40.741459,-73.983293,446,"W 24 St & 7 Ave",40.74487634,-73.99529885,19589,"Subscriber",1994,2
1251,"2019-09-01 00:11:04.3700","2019-09-01 00:31:55.7530",264,"Maiden Ln & Pearl St",40.70706456,-74.00731853,317,"E 6 St & Avenue B",40.72453734,-73.98185424,29954,"Subscriber",1994,1
498,"2019-09-01 00:11:08.7210","2019-09-01 00:19:27.4190",128,"MacDougal St & Prince St",40.72710258,-74.00297088,236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,38842,"Subscriber",1985,1
1111,"2019-09-01 00:11:25.8640","2019-09-01 00:29:57.1910",3071,"Boerum St & Broadway",40.70538077,-73.94976519,3052,"Lewis Ave & Madison St",40.686312,-73.935775,15137,"Subscriber",1986,1
986,"2019-09-01 00:11:37.7750","2019-09-01 00:28:03.8050",505,"6 Ave & W 33 St",40.74901271,-73.98848395,380,"W 4 St & 7 Ave S",40.73401143,-74.00293877,16934,"Customer",1969,0
972,"2019-09-01 00:11:42.5500","2019-09-01 00:27:55.3210",505,"6 Ave & W 33 St",40.74901271,-73.98848395,380,"W 4 St & 7 Ave S",40.73401143,-74.00293877,20114,"Customer",1969,0
1016,"2019-09-01 00:11:44.1210","2019-09-01 00:28:40.2180",390,"Duffield St & Willoughby St",40.69221589,-73.9842844,481,"S 3 St & Bedford Ave",40.71260486,-73.96264403,33389,"Customer",1969,0
224,"2019-09-01 00:11:48.5700","2019-09-01 00:15:33.2600",505,"6 Ave & W 33 St",40.74901271,-73.98848395,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,30638,"Subscriber",1988,1
973,"2019-09-01 00:11:51.4340","2019-09-01 00:28:04.4820",505,"6 Ave & W 33 St",40.74901271,-73.98848395,380,"W 4 St & 7 Ave S",40.73401143,-74.00293877,28003,"Customer",1969,0
1156,"2019-09-01 00:11:52.3440","2019-09-01 00:31:08.9780",442,"W 27 St & 7 Ave",40.746647,-73.993915,276,"Duane St & Greenwich St",40.71748752,-74.0104554,39732,"Customer",1989,1
1794,"2019-09-01 00:11:56.6250","2019-09-01 00:41:51.5700",3555,"28 St & 41 Ave",40.751047,-73.93797,513,"W 56 St & 10 Ave",40.768254,-73.988639,15788,"Subscriber",1980,1
77,"2019-09-01 00:12:00.1920","2019-09-01 00:13:17.4790",492,"W 33 St & 7 Ave",40.75019995,-73.99093085,505,"6 Ave & W 33 St",40.74901271,-73.98848395,15146,"Subscriber",1976,1
726,"2019-09-01 00:12:01.5390","2019-09-01 00:24:07.8200",369,"Washington Pl & 6 Ave",40.73224119,-74.00026394,3435,"Grand St & Elizabeth St",40.718822,-73.99596,30380,"Subscriber",1997,1
372,"2019-09-01 00:12:05.9740","2019-09-01 00:18:18.3120",491,"E 24 St & Park Ave S",40.74096374,-73.98602213,519,"Pershing Square North",40.751873,-73.977706,27480,"Subscriber",1987,1
173,"2019-09-01 00:12:08.1070","2019-09-01 00:15:01.7250",471,"Grand St & Havemeyer St",40.71286844,-73.95698119,3088,"Union Ave & Jackson St",40.7160751,-73.952029,21141,"Subscriber",1994,1
671,"2019-09-01 00:12:13.1330","2019-09-01 00:23:24.6260",285,"Broadway & E 14 St",40.73454567,-73.99074142,394,"E 9 St & Avenue C",40.72521311,-73.97768752,39105,"Customer",1982,1
1106,"2019-09-01 00:12:14.6650","2019-09-01 00:30:41.0150",3506,"Lexington Ave & E 120 St",40.8013066,-73.9398167,3628,"Lenox Ave & W 117 St",40.8025566,-73.9490782,39110,"Customer",1969,0
747,"2019-09-01 00:12:15.3850","2019-09-01 00:24:42.5620",304,"Broadway & Battery Pl",40.70463334,-74.01361706,331,"Pike St & Monroe St",40.71173107,-73.99193043,38939,"Subscriber",1981,1
2374,"2019-09-01 00:12:17.4820","2019-09-01 00:51:51.7680",2006,"Central Park S & 6 Ave",40.76590936,-73.97634151,368,"Carmine St & 6 Ave",40.73038599,-74.00214988,20190,"Subscriber",1996,1
393,"2019-09-01 00:12:21.1350","2019-09-01 00:18:54.4690",486,"Broadway & W 29 St",40.7462009,-73.98855723,536,"1 Ave & E 30 St",40.74144387,-73.97536082,31198,"Subscriber",1973,1
2307,"2019-09-01 00:12:29.0290","2019-09-01 00:50:56.2350",412,"Forsyth St & Canal St",40.7158155,-73.99422366,3041,"Kingston Ave & Herkimer St",40.67890679,-73.94142771,30723,"Subscriber",1993,1
724,"2019-09-01 00:12:32.8090","2019-09-01 00:24:36.8920",3070,"McKibbin St & Manhattan Ave",40.70510918,-73.94407279,3016,"Kent Ave & N 7 St",40.72036775298455,-73.96165072917938,39742,"Subscriber",1984,1
452,"2019-09-01 00:12:33.9020","2019-09-01 00:20:06.1720",531,"Forsyth St & Broome St",40.71893904,-73.99266288,326,"E 11 St & 1 Ave",40.72953837,-73.98426726,31173,"Subscriber",1971,1
1218,"2019-09-01 00:12:35.0320","2019-09-01 00:32:53.3250",236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,439,"E 4 St & 2 Ave",40.7262807,-73.98978041,32423,"Customer",1969,0
350,"2019-09-01 00:12:36.3390","2019-09-01 00:18:26.5610",3164,"Columbus Ave & W 72 St",40.7770575,-73.97898475,3177,"W 84 St & Broadway",40.7867947,-73.977112,28207,"Subscriber",1990,1
585,"2019-09-01 00:13:02.2020","2019-09-01 00:22:47.9020",332,"Cherry St",40.71219906,-73.97948148,502,"Henry St & Grand St",40.714215,-73.981346,28230,"Customer",1969,0
2515,"2019-09-01 00:13:02.4300","2019-09-01 00:54:57.8870",3656,"E 2 St & Avenue A",40.72307749068673,-73.98583620786667,3339,"Berkeley Pl & 6 Ave",40.6765304,-73.97846879,35369,"Customer",1990,1
154,"2019-09-01 00:13:15.9700","2019-09-01 00:15:50.8690",3539,"W 116 St & Amsterdam Ave",40.8067581,-73.9607082,3543,"Morningside Dr & Amsterdam Ave",40.81028506306003,-73.95736455917358,35125,"Subscriber",1996,1
230,"2019-09-01 00:13:22.7020","2019-09-01 00:17:13.6230",3064,"Myrtle Ave & Lewis Ave",40.69681963,-73.93756926,3058,"Lewis Ave & Kosciuszko St",40.69237074,-73.93705428,34142,"Subscriber",1982,1
525,"2019-09-01 00:13:23.0720","2019-09-01 00:22:08.6010",305,"E 58 St & 3 Ave",40.76095756,-73.96724467,305,"E 58 St & 3 Ave",40.76095756,-73.96724467,19722,"Subscriber",1994,1
1786,"2019-09-01 00:13:25.5940","2019-09-01 00:43:11.8120",3686,"Gansevoort St & Hudson St",40.739448201304036,-74.00507032871246,369,"Washington Pl & 6 Ave",40.73224119,-74.00026394,39928,"Customer",1969,0
537,"2019-09-01 00:13:27.1560","2019-09-01 00:22:24.4920",3165,"Central Park West & W 72 St",40.77579376683666,-73.9762057363987,529,"W 42 St & 8 Ave",40.7575699,-73.99098507,28886,"Subscriber",1963,1
1204,"2019-09-01 00:13:37.4920","2019-09-01 00:33:41.6820",3134,"3 Ave & E 62 St",40.76312584,-73.96526895,3708,"W 13 St & 5 Ave",40.735445,-73.99431,30223,"Subscriber",1976,1
331,"2019-09-01 00:13:39.1280","2019-09-01 00:19:10.8860",3386,"1 Pl & Clinton St",40.6809591,-73.99905709,3329,"Degraw St & Smith St",40.6829151,-73.99318208,29140,"Subscriber",1984,1
885,"2019-09-01 00:13:40.5170","2019-09-01 00:28:25.5300",520,"W 52 St & 5 Ave",40.75992262,-73.97648516,518,"E 39 St & 2 Ave",40.74780373,-73.9734419,19592,"Customer",1964,1
370,"2019-09-01 00:13:43.6600","2019-09-01 00:19:54.1950",251,"Mott St & Prince St",40.72317958,-73.99480012,3656,"E 2 St & Avenue A",40.72307749068673,-73.98583620786667,16176,"Subscriber",1995,1
1760,"2019-09-01 00:13:44.2560","2019-09-01 00:43:04.7960",3686,"Gansevoort St & Hudson St",40.739448201304036,-74.00507032871246,369,"Washington Pl & 6 Ave",40.73224119,-74.00026394,18390,"Customer",1969,0
843,"2019-09-01 00:13:55.2970","2019-09-01 00:27:58.6470",447,"8 Ave & W 52 St",40.76370739,-73.9851615,490,"8 Ave & W 33 St",40.751551,-73.993934,30721,"Subscriber",1977,1
689,"2019-09-01 00:14:13.4200","2019-09-01 00:25:43.4030",3142,"1 Ave & E 62 St",40.7612274,-73.96094022,3296,"E 93 St & 2 Ave",40.782454175279874,-73.9489196240902,35139,"Subscriber",1996,1
551,"2019-09-01 00:14:16.9850","2019-09-01 00:23:28.6720",3072,"Leonard St & Boerum St",40.70583339,-73.94644578,3054,"Greene Ave & Throop Ave",40.6894932,-73.942061,25000,"Subscriber",1992,1
279,"2019-09-01 00:14:17.9980","2019-09-01 00:18:57.4440",3416,"7 Ave & Park Pl",40.6776147,-73.97324283,3574,"Prospect Pl & Underhill Ave",40.6769694,-73.96579,33220,"Subscriber",1993,2
256,"2019-09-01 00:14:18.2460","2019-09-01 00:18:34.9720",3416,"7 Ave & Park Pl",40.6776147,-73.97324283,3574,"Prospect Pl & Underhill Ave",40.6769694,-73.96579,39839,"Subscriber",1991,1
428,"2019-09-01 00:14:19.9660","2019-09-01 00:21:27.9850",3521,"Lenox Ave & W 111 St",40.7987859,-73.9523,3336,"E 97 St & Madison Ave",40.787801,-73.953559,28647,"Subscriber",1981,2
1886,"2019-09-01 00:14:28.4100","2019-09-01 00:45:54.5200",267,"Broadway & W 36 St",40.75097711,-73.98765428,3491,"E 118 St & 1 Ave",40.79747,-73.93504,38509,"Subscriber",1996,2
301,"2019-09-01 00:14:30.8390","2019-09-01 00:19:32.5860",3105,"N 15 St & Wythe Ave",40.724055,-73.955736,3112,"Milton St & Franklin St",40.72906,-73.95779,38438,"Subscriber",1989,2
562,"2019-09-01 00:14:39.3590","2019-09-01 00:24:01.9760",380,"W 4 St & 7 Ave S",40.73401143,-74.00293877,439,"E 4 St & 2 Ave",40.7262807,-73.98978041,34217,"Subscriber",1992,1
2429,"2019-09-01 00:14:42.8560","2019-09-01 00:55:12.4710",267,"Broadway & W 36 St",40.75097711,-73.98765428,3499,"2 Ave & E 122 St",40.8006721,-73.9349,39191,"Subscriber",1996,2
381,"2019-09-01 00:14:43.1680","2019-09-01 00:21:04.4580",3545,"Broadway & W 122 St",40.8120562,-73.9612547,3366,"West End Ave & W 107 St",40.8021174,-73.9681805305,29998,"Customer",1988,1
366,"2019-09-01 00:14:43.4800","2019-09-01 00:20:50.0490",470,"W 20 St & 8 Ave",40.74345335,-74.00004031,489,"10 Ave & W 28 St",40.75066386,-74.00176802,39100,"Subscriber",1965,1
395,"2019-09-01 00:14:43.7050","2019-09-01 00:21:19.5960",3066,"Tompkins Ave & Hopkins St",40.69957608,-73.94708417,3054,"Greene Ave & Throop Ave",40.6894932,-73.942061,33884,"Customer",1989,1
103,"2019-09-01 00:14:44.7190","2019-09-01 00:16:28.6150",399,"Lafayette Ave & St James Pl",40.68851534,-73.9647628,244,"Willoughby Ave & Hall St",40.69196035,-73.96536851,38836,"Subscriber",1982,1
291,"2019-09-01 00:14:45.8220","2019-09-01 00:19:37.6890",3105,"N 15 St & Wythe Ave",40.724055,-73.955736,3112,"Milton St & Franklin St",40.72906,-73.95779,19405,"Subscriber",1988,1
1538,"2019-09-01 00:14:46.8130","2019-09-01 00:40:25.5870",3171,"Amsterdam Ave & W 82 St",40.78524672,-73.97667321,3314,"W 95 St & Broadway",40.7937704,-73.971888,19095,"Subscriber",1998,1
1103,"2019-09-01 00:14:51.8190","2019-09-01 00:33:15.2230",3256,"Pier 40 - Hudson River Park",40.7277140777778,-74.01129573583603,72,"W 52 St & 11 Ave",40.76727216,-73.99392888,34976,"Subscriber",1988,2
913,"2019-09-01 00:14:52.5990","2019-09-01 00:30:05.8990",3506,"Lexington Ave & E 120 St",40.8013066,-73.9398167,3628,"Lenox Ave & W 117 St",40.8025566,-73.9490782,28411,"Customer",1969,0
1079,"2019-09-01 00:14:53.1080","2019-09-01 00:32:52.5980",248,"Laight St & Hudson St",40.72185379,-74.00771779,237,"E 11 St & 2 Ave",40.73047309,-73.98672378,29564,"Subscriber",1986,2
32174,"2019-09-01 00:14:54.0990","2019-09-01 09:11:08.2680",3140,"1 Ave & E 78 St",40.77140426,-73.9535166,3305,"E 91 St & 2 Ave",40.78112229934166,-73.94965589046478,27636,"Customer",1969,0
1015,"2019-09-01 00:14:55.8510","2019-09-01 00:31:51.7630",332,"Cherry St",40.71219906,-73.97948148,350,"Clinton St & Grand St",40.71559509,-73.9870295,33631,"Customer",1969,0
597,"2019-09-01 00:14:56.2330","2019-09-01 00:24:53.5190",3573,"35 St & 34 Ave",40.7580583,-73.9242751,3614,"Crescent St & 30 Ave",40.768692,-73.9249574,25038,"Subscriber",1988,2
618,"2019-09-01 00:14:58.4630","2019-09-01 00:25:17.0500",3573,"35 St & 34 Ave",40.7580583,-73.9242751,3614,"Crescent St & 30 Ave",40.768692,-73.9249574,34237,"Customer",1993,1
848,"2019-09-01 00:14:58.7340","2019-09-01 00:29:07.1770",439,"E 4 St & 2 Ave",40.7262807,-73.98978041,341,"Stanton St & Mangin St",40.71782143,-73.97628939,32541,"Subscriber",1988,2
651,"2019-09-01 00:14:59.6410","2019-09-01 00:25:50.9800",285,"Broadway & E 14 St",40.73454567,-73.99074142,388,"W 26 St & 10 Ave",40.749717753,-74.002950346,28225,"Subscriber",1991,1
1004,"2019-09-01 00:15:00.1410","2019-09-01 00:31:44.9510",332,"Cherry St",40.71219906,-73.97948148,350,"Clinton St & Grand St",40.71559509,-73.9870295,19171,"Customer",1969,0
275,"2019-09-01 00:15:04.1660","2019-09-01 00:19:39.4970",3728,"Pierrepont St & Monroe Pl",40.69535693320225,-73.99344027042389,3298,"Warren St & Court St",40.686371,-73.99383324,28141,"Subscriber",1989,1
2506,"2019-09-01 00:15:11.6620","2019-09-01 00:56:57.7100",3443,"W 52 St & 6 Ave",40.76132983124814,-73.97982001304626,465,"Broadway & W 41 St",40.75513557,-73.98658032,33429,"Customer",1998,1
2127,"2019-09-01 00:15:14.4070","2019-09-01 00:50:41.7550",3699,"W 50 St & 9 Ave",40.763604677958625,-73.98917958140373,3526,"31 St & 23 Ave",40.7747878,-73.9125551,25128,"Subscriber",1985,1
620,"2019-09-01 00:15:14.7730","2019-09-01 00:25:34.8910",3140,"1 Ave & E 78 St",40.77140426,-73.9535166,3305,"E 91 St & 2 Ave",40.78112229934166,-73.94965589046478,39631,"Customer",1969,0
516,"2019-09-01 00:15:30.9020","2019-09-01 00:24:07.6680",3510,"Adam Clayton Powell Blvd & W 123 St",40.8078316,-73.949373,3553,"Frederick Douglass Blvd & W 112 St",40.801694,-73.957145,32830,"Subscriber",1994,1
545,"2019-09-01 00:15:31.0590","2019-09-01 00:24:36.9180",3286,"E 89 St & 3 Ave",40.7806284,-73.9521667,3296,"E 93 St & 2 Ave",40.782454175279874,-73.9489196240902,38342,"Subscriber",1987,1
330,"2019-09-01 00:15:31.2210","2019-09-01 00:21:01.3540",3535,"Mt Morris Park W & W 120 St",40.804038,-73.945925,3529,"Lenox Ave & W 130 St",40.8107922,-73.9430681,39175,"Subscriber",1967,1
235,"2019-09-01 00:15:39.3140","2019-09-01 00:19:34.3180",212,"W 16 St & The High Line",40.74334935,-74.00681753,482,"W 15 St & 7 Ave",40.73935542,-73.99931783,38330,"Subscriber",1977,1
879,"2019-09-01 00:15:43.9190","2019-09-01 00:30:23.8060",3127,"9 St & 44 Rd",40.74966,-73.9521,3560,"28 St & 38 Ave",40.754876,-73.934326,35165,"Subscriber",1987,2
151,"2019-09-01 00:15:46.1080","2019-09-01 00:18:17.1970",284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,116,"W 17 St & 8 Ave",40.74177603,-74.00149746,38431,"Subscriber",1979,1
1494,"2019-09-01 00:15:48.4100","2019-09-01 00:40:43.1620",3656,"E 2 St & Avenue A",40.72307749068673,-73.98583620786667,238,"Bank St & Washington St",40.7361967,-74.00859207,32304,"Customer",1995,2
437,"2019-09-01 00:15:49.8760","2019-09-01 00:23:07.5340",539,"Metropolitan Ave & Bedford Ave",40.71534825,-73.96024116,3112,"Milton St & Franklin St",40.72906,-73.95779,16419,"Customer",1969,0
2230,"2019-09-01 00:15:51.0480","2019-09-01 00:53:01.9420",3499,"2 Ave & E 122 St",40.8006721,-73.9349,312,"Allen St & Stanton St",40.722055,-73.989111,33882,"Subscriber",1995,1
865,"2019-09-01 00:15:53.7750","2019-09-01 00:30:19.0760",3506,"Lexington Ave & E 120 St",40.8013066,-73.9398167,3628,"Lenox Ave & W 117 St",40.8025566,-73.9490782,26878,"Customer",1995,2
456,"2019-09-01 00:15:55.9170","2019-09-01 00:23:32.8770",3309,"E 97 St & 3 Ave",40.7859201,-73.94860294,3509,"Lenox Ave & W 115 St",40.8011939,-73.9500739,26360,"Subscriber",1970,1
449,"2019-09-01 00:16:00.0030","2019-09-01 00:23:29.0840",439,"E 4 St & 2 Ave",40.7262807,-73.98978041,3711,"E 13 St & Avenue A",40.72966729392978,-73.98067966103554,32766,"Customer",1985,1
570,"2019-09-01 00:16:00.3470","2019-09-01 00:25:30.7240",3162,"W 78 St & Broadway",40.78339981,-73.98093133,3289,"W 90 St & Amsterdam Ave",40.79017948095081,-73.97288918495178,34277,"Customer",1974,1
447,"2019-09-01 00:16:02.3300","2019-09-01 00:23:29.6530",439,"E 4 St & 2 Ave",40.7262807,-73.98978041,3711,"E 13 St & Avenue A",40.72966729392978,-73.98067966103554,26782,"Customer",1991,1
2509,"2019-09-01 00:16:12.1910","2019-09-01 00:58:01.6220",236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,3587,"Carroll St & Washington Ave",40.6686744,-73.9618148,33749,"Subscriber",1995,1
199,"2019-09-01 00:16:13.0430","2019-09-01 00:19:32.3890",380,"W 4 St & 7 Ave S",40.73401143,-74.00293877,284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,28699,"Customer",1987,1
968,"2019-09-01 00:16:24.2080","2019-09-01 00:32:33.0120",3759,"Irving Ave & Jefferson St",40.70538,-73.92535,389,"Broadway & Berry St",40.71044554,-73.96525063,31477,"Subscriber",1982,2
1562,"2019-09-01 00:16:29.4430","2019-09-01 00:42:32.1320",536,"1 Ave & E 30 St",40.74144387,-73.97536082,347,"Greenwich St & W Houston St",40.728846,-74.008591,33660,"Subscriber",1962,1
1243,"2019-09-01 00:16:37.4270","2019-09-01 00:37:21.3820",3069,"Lorimer St & Broadway",40.70411791,-73.94818595,3071,"Boerum St & Broadway",40.70538077,-73.94976519,39461,"Subscriber",1995,2
276,"2019-09-01 00:16:39.0250","2019-09-01 00:21:15.6350",308,"St James Pl & Oliver St",40.71307916,-73.99851193,308,"St James Pl & Oliver St",40.71307916,-73.99851193,28806,"Customer",1969,0
125,"2019-09-01 00:16:44.2320","2019-09-01 00:18:50.1450",150,"E 2 St & Avenue C",40.7208736,-73.98085795,349,"Rivington St & Ridge St",40.71850211,-73.98329859,30443,"Subscriber",1999,2
84,"2019-09-01 00:16:45.6760","2019-09-01 00:18:10.5960",492,"W 33 St & 7 Ave",40.75019995,-73.99093085,505,"6 Ave & W 33 St",40.74901271,-73.98848395,18566,"Subscriber",1976,1
276,"2019-09-01 00:16:48.4620","2019-09-01 00:21:25.2870",3407,"Union St & Nevins St",40.67909799721684,-73.98765474557877,3329,"Degraw St & Smith St",40.6829151,-73.99318208,26592,"Subscriber",1992,1
198,"2019-09-01 00:16:50.0320","2019-09-01 00:20:08.8650",3082,"Hope St & Union Ave",40.71167351,-73.95141312,3454,"Leonard St & Maujer St",40.7103685423523,-73.94705951213837,34151,"Subscriber",1988,2
812,"2019-09-01 00:16:51.4620","2019-09-01 00:30:23.8480",438,"St Marks Pl & 1 Ave",40.72779126,-73.98564945,509,"9 Ave & W 22 St",40.7454973,-74.00197139,31892,"Subscriber",1989,1
916,"2019-09-01 00:16:52.8790","2019-09-01 00:32:08.9130",526,"E 33 St & 5 Ave",40.74765947,-73.98490707,472,"E 32 St & Park Ave",40.7457121,-73.98194829,33567,"Subscriber",1991,1
316,"2019-09-01 00:16:53.9880","2019-09-01 00:22:10.1960",446,"W 24 St & 7 Ave",40.74487634,-73.99529885,489,"10 Ave & W 28 St",40.75066386,-74.00176802,30738,"Customer",1971,1
34726,"2019-09-01 00:16:54.1330","2019-09-01 09:55:40.9900",3127,"9 St & 44 Rd",40.74966,-73.9521,3119,"Vernon Blvd & 50 Ave",40.74232744,-73.95411749,32081,"Customer",1969,0
460,"2019-09-01 00:17:01.0120","2019-09-01 00:24:41.2130",3141,"1 Ave & E 68 St",40.76500525,-73.95818491,3372,"E 74 St & 1 Ave",40.7689738,-73.95482273,27683,"Customer",1969,0
464,"2019-09-01 00:17:04.0850","2019-09-01 00:24:48.5160",3141,"1 Ave & E 68 St",40.76500525,-73.95818491,3372,"E 74 St & 1 Ave",40.7689738,-73.95482273,31969,"Customer",1969,0
127,"2019-09-01 00:17:09.0040","2019-09-01 00:19:16.2760",482,"W 15 St & 7 Ave",40.73935542,-73.99931783,284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,30255,"Subscriber",1988,1
2136,"2019-09-01 00:17:10.5500","2019-09-01 00:52:46.9410",532,"S 5 Pl & S 5 St",40.710451,-73.960876,312,"Allen St & Stanton St",40.722055,-73.989111,38696,"Customer",1969,0
1775,"2019-09-01 00:17:16.1770","2019-09-01 00:46:51.2110",3346,"Berkeley Pl & 7 Ave",40.675146838709786,-73.97523209452629,3349,"Grand Army Plaza & Plaza St West",40.6729679,-73.97087984,38447,"Subscriber",1992,2
507,"2019-09-01 00:17:17.6230","2019-09-01 00:25:45.5900",120,"Lexington Ave & Classon Ave",40.68676793,-73.95928168,3047,"Halsey St & Tompkins Ave",40.6823687,-73.944118,38526,"Customer",1983,2
515,"2019-09-01 00:17:20.0740","2019-09-01 00:25:55.4740",3164,"Columbus Ave & W 72 St",40.7770575,-73.97898475,3314,"W 95 St & Broadway",40.7937704,-73.971888,38389,"Subscriber",1994,1
1222,"2019-09-01 00:17:23.0460","2019-09-01 00:37:45.1520",285,"Broadway & E 14 St",40.73454567,-73.99074142,305,"E 58 St & 3 Ave",40.76095756,-73.96724467,21757,"Customer",1969,0
2097,"2019-09-01 00:17:25.3400","2019-09-01 00:52:22.4350",532,"S 5 Pl & S 5 St",40.710451,-73.960876,312,"Allen St & Stanton St",40.722055,-73.989111,15231,"Customer",1969,0
148,"2019-09-01 00:17:35.7630","2019-09-01 00:20:03.7660",3459,"E 53 St & 3 Ave",40.75763227739443,-73.96930575370789,305,"E 58 St & 3 Ave",40.76095756,-73.96724467,38577,"Subscriber",1986,2
227,"2019-09-01 00:17:36.2640","2019-09-01 00:21:23.8240",2006,"Central Park S & 6 Ave",40.76590936,-73.97634151,2006,"Central Park S & 6 Ave",40.76590936,-73.97634151,24965,"Subscriber",1993,1
431,"2019-09-01 00:17:36.6770","2019-09-01 00:24:48.4330",3141,"1 Ave & E 68 St",40.76500525,-73.95818491,3372,"E 74 St & 1 Ave",40.7689738,-73.95482273,16048,"Customer",1969,0
1632,"2019-09-01 00:17:38.4980","2019-09-01 00:44:51.2040",401,"Allen St & Rivington St",40.72019576,-73.98997825,518,"E 39 St & 2 Ave",40.74780373,-73.9734419,39779,"Customer",1969,0
319,"2019-09-01 00:17:39.0570","2019-09-01 00:22:59.0100",280,"E 10 St & 5 Ave",40.73331967,-73.99510132,383,"Greenwich Ave & Charles St",40.735238,-74.000271,26881,"Subscriber",1941,1
949,"2019-09-01 00:17:41.0980","2019-09-01 00:33:30.2280",236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,439,"E 4 St & 2 Ave",40.7262807,-73.98978041,26813,"Customer",1969,0
210,"2019-09-01 00:17:44.2670","2019-09-01 00:21:15.0180",3105,"N 15 St & Wythe Ave",40.724055,-73.955736,3112,"Milton St & Franklin St",40.72906,-73.95779,16260,"Subscriber",1985,1
917,"2019-09-01 00:17:44.8300","2019-09-01 00:33:02.2680",236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,439,"E 4 St & 2 Ave",40.7262807,-73.98978041,30796,"Customer",1969,0
2505,"2019-09-01 00:17:45.8490","2019-09-01 00:59:31.6910",380,"W 4 St & 7 Ave S",40.73401143,-74.00293877,3360,"Amsterdam Ave & W 79 St",40.7829391,-73.9786517,38922,"Subscriber",1988,1
2237,"2019-09-01 00:17:48.9710","2019-09-01 00:55:06.0110",528,"2 Ave & E 31 St",40.74290902,-73.97706058,531,"Forsyth St & Broome St",40.71893904,-73.99266288,32658,"Subscriber",1975,1
49037,"2019-09-01 00:17:50.7220","2019-09-01 13:55:07.8210",459,"W 20 St & 11 Ave",40.746745,-74.007756,3461,"Murray St & Greenwich St",40.714851505262516,-74.01122331619263,16557,"Subscriber",1980,1
1578,"2019-09-01 00:17:52.2170","2019-09-01 00:44:10.2300",312,"Allen St & Stanton St",40.722055,-73.989111,3759,"Irving Ave & Jefferson St",40.70538,-73.92535,35257,"Subscriber",1987,1
728,"2019-09-01 00:17:57.9300","2019-09-01 00:30:06.5330",344,"Monroe St & Bedford Ave",40.6851443,-73.95380904,3429,"Hanson Pl & Ashland Pl",40.68506807308177,-73.97790759801863,33808,"Customer",1992,1
818,"2019-09-01 00:18:01.3310","2019-09-01 00:31:39.7770",252,"MacDougal St & Washington Sq",40.73226398,-73.99852205,3658,"W 18 St & 9 Ave",40.7435337324616,-74.00367558002472,39770,"Customer",1969,0
515,"2019-09-01 00:18:06.8740","2019-09-01 00:26:42.5770",293,"Lafayette St & E 8 St",40.73020660529954,-73.99102628231049,223,"W 13 St & 7 Ave",40.73781509,-73.99994661,32862,"Subscriber",1998,1
2222,"2019-09-01 00:18:10.1140","2019-09-01 00:55:12.2730",528,"2 Ave & E 31 St",40.74290902,-73.97706058,531,"Forsyth St & Broome St",40.71893904,-73.99266288,16574,"Subscriber",1992,1
711,"2019-09-01 00:18:10.5320","2019-09-01 00:30:02.5100",344,"Monroe St & Bedford Ave",40.6851443,-73.95380904,3429,"Hanson Pl & Ashland Pl",40.68506807308177,-73.97790759801863,16801,"Customer",1996,1
